,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
22387,27,49200,MORTGAGE,4.0,HOMEIMPROVEMENT,A,2500,5.42,0,0.05,N,10
22388,24,30000,RENT,5.0,VENTURE,C,8000,14.26,0,0.27,Y,2
22389,28,60000,MORTGAGE,12.0,MEDICAL,A,15000,8.94,0,0.25,N,9
22390,25,50000,RENT,2.0,PERSONAL,A,7200,8.49,0,0.14,N,2
22391,25,100000,RENT,7.0,MEDICAL,C,9000,11.34,0,0.09,Y,4
22392,27,37595,RENT,6.0,DEBTCONSOLIDATION,A,9600,7.14,0,0.26,N,8
22393,23,60000,RENT,0.0,EDUCATION,C,11200,10.78,0,0.19,N,3
22394,21,39600,MORTGAGE,5.0,MEDICAL,A,6400,6.91,1,0.16,N,2
22395,28,51150,MORTGAGE,1.0,MEDICAL,A,7200,9.63,0,0.14,N,10
22396,37,100000,MORTGAGE,13.0,VENTURE,A,18400,5.99,0,0.18,N,15
22397,36,48450,RENT,2.0,DEBTCONSOLIDATION,C,10000,13.61,0,0.21,N,15
22398,22,89250,MORTGAGE,6.0,MEDICAL,D,7500,13.24,1,0.07,Y,2
22399,25,46800,RENT,5.0,EDUCATION,C,12000,13.11,1,0.26,N,4
22400,29,28140,RENT,0.0,MEDICAL,A,5000,7.29,0,0.18,N,9
22401,38,40000,RENT,4.0,EDUCATION,B,18225,12.42,1,0.46,N,17
22402,23,30000,RENT,7.0,MEDICAL,B,2500,9.88,0,0.08,N,2
22403,29,55000,RENT,2.0,EDUCATION,A,5000,7.14,0,0.09,N,5
22404,27,240000,MORTGAGE,1.0,EDUCATION,A,35000,7.9,0,0.15,N,7
22405,24,46151,RENT,2.0,DEBTCONSOLIDATION,B,6000,10.59,0,0.13,N,4
22406,31,112000,RENT,1.0,VENTURE,A,18500,7.51,0,0.17,N,7
22407,34,38769,MORTGAGE,3.0,DEBTCONSOLIDATION,A,2400,8.9,0,0.06,N,6
22408,22,47484,MORTGAGE,0.0,EDUCATION,B,5325,10.62,0,0.11,N,4
22409,24,86400,MORTGAGE,2.0,DEBTCONSOLIDATION,A,12200,7.29,0,0.14,N,2
22410,45,34000,RENT,1.0,EDUCATION,A,5000,10.99,1,0.15,N,11
22411,39,80000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,19800,13.23,0,0.25,Y,13
22412,23,30900,RENT,1.0,PERSONAL,A,5775,9.63,1,0.19,N,4
22413,37,24500,RENT,0.0,PERSONAL,B,2400,11.71,0,0.1,N,11
22414,22,74000,MORTGAGE,6.0,EDUCATION,A,10000,7.88,0,0.14,N,2
22415,22,62000,RENT,6.0,DEBTCONSOLIDATION,A,10000,10.99,0,0.16,N,4
22416,29,123000,RENT,0.0,EDUCATION,A,6500,10.99,0,0.05,N,10
22417,25,57000,RENT,9.0,HOMEIMPROVEMENT,C,1500,10.99,0,0.03,N,3
22418,25,46000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,8600,10.99,0,0.19,N,2
22419,29,82438,RENT,14.0,PERSONAL,B,3600,10.99,1,0.04,N,9
22420,22,40000,RENT,3.0,DEBTCONSOLIDATION,A,1000,7.9,0,0.03,N,4
22421,36,88000,RENT,4.0,MEDICAL,B,3200,10.99,0,0.04,N,13
22422,38,55550,MORTGAGE,1.0,HOMEIMPROVEMENT,A,22500,7.49,0,0.41,N,12
22423,24,90000,RENT,9.0,DEBTCONSOLIDATION,A,20000,6.54,0,0.22,N,3
22424,26,96300,MORTGAGE,10.0,PERSONAL,A,15000,6.17,0,0.16,N,3
22425,26,93000,MORTGAGE,8.0,MEDICAL,A,17500,7.51,0,0.19,N,4
22426,33,138000,RENT,0.0,PERSONAL,E,35000,18.64,1,0.25,Y,7
22427,30,69000,MORTGAGE,3.0,HOMEIMPROVEMENT,C,8500,10.99,1,0.12,N,5
22428,28,90000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,4000,8.0,0,0.04,N,6
22429,30,34000,RENT,0.0,PERSONAL,B,4000,10.95,0,0.12,N,9
22430,24,68298,RENT,3.0,VENTURE,A,11500,10.99,0,0.17,N,2
22431,30,180000,MORTGAGE,14.0,DEBTCONSOLIDATION,B,20000,11.48,0,0.11,N,8
22432,26,64000,RENT,3.0,DEBTCONSOLIDATION,A,9000,6.03,0,0.14,N,2
22433,24,28800,MORTGAGE,8.0,HOMEIMPROVEMENT,A,1400,8.9,1,0.05,N,3
22434,22,65000,MORTGAGE,6.0,EDUCATION,A,10000,7.88,0,0.15,N,2
22435,25,75000,MORTGAGE,1.0,MEDICAL,A,8000,7.51,0,0.11,N,3
22436,25,34000,MORTGAGE,2.0,VENTURE,C,15450,11.22,1,0.45,N,4
22437,25,127741,MORTGAGE,9.0,DEBTCONSOLIDATION,A,12000,7.88,0,0.09,N,2
22438,40,116000,MORTGAGE,3.0,VENTURE,C,12000,10.99,0,0.1,N,16
22439,25,30000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,12000,5.99,1,0.4,N,4
22440,23,30000,RENT,7.0,PERSONAL,C,5000,14.17,1,0.17,Y,3
22441,22,32400,RENT,6.0,EDUCATION,A,8000,7.9,0,0.25,N,2
22442,25,50400,MORTGAGE,5.0,HOMEIMPROVEMENT,B,12000,9.62,0,0.24,N,4
22443,30,48996,RENT,1.0,HOMEIMPROVEMENT,E,10000,15.45,1,0.2,N,8
22444,25,72500,RENT,2.0,HOMEIMPROVEMENT,B,9000,10.59,0,0.12,N,2
22445,25,43200,OWN,9.0,VENTURE,B,13800,11.48,0,0.32,N,2
22446,24,47700,RENT,0.0,MEDICAL,B,5600,9.99,0,0.12,N,2
22447,33,120000,MORTGAGE,4.0,PERSONAL,A,6000,6.92,0,0.05,N,8
22448,32,70000,RENT,1.0,DEBTCONSOLIDATION,B,9450,10.83,0,0.14,N,10
22449,24,48000,RENT,2.0,DEBTCONSOLIDATION,B,14550,9.62,0,0.3,N,3
22450,28,65000,MORTGAGE,12.0,EDUCATION,B,24000,10.99,0,0.37,N,5
22451,27,258000,RENT,11.0,EDUCATION,E,35000,18.64,1,0.14,Y,7
22452,37,42000,RENT,3.0,VENTURE,A,3000,7.51,0,0.07,N,13
22453,22,42000,RENT,6.0,MEDICAL,B,15000,9.63,1,0.36,N,3
22454,28,55000,MORTGAGE,2.0,EDUCATION,D,18000,14.11,0,0.33,N,5
22455,25,200000,OWN,0.0,HOMEIMPROVEMENT,D,24000,14.96,0,0.12,Y,3
22456,23,168000,MORTGAGE,6.0,PERSONAL,B,15750,10.75,0,0.09,N,2
22457,22,18996,RENT,1.0,MEDICAL,D,1500,10.99,1,0.08,Y,3
22458,30,76080,MORTGAGE,8.0,HOMEIMPROVEMENT,B,12000,11.14,0,0.16,N,5
22459,24,375000,MORTGAGE,9.0,DEBTCONSOLIDATION,C,20000,11.41,0,0.05,N,3
22460,22,42000,RENT,7.0,EDUCATION,A,6000,10.99,0,0.14,N,3
22461,35,102000,RENT,3.0,DEBTCONSOLIDATION,C,20000,13.85,0,0.2,N,5
22462,22,25000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,3000,9.99,1,0.12,N,3
22463,29,50000,MORTGAGE,0.0,PERSONAL,A,6300,6.62,0,0.13,N,8
22464,144,6000000,MORTGAGE,12.0,PERSONAL,C,5000,12.73,0,0.0,N,25
22465,24,40000,RENT,0.0,DEBTCONSOLIDATION,B,7500,11.36,0,0.19,N,4
22466,24,25000,MORTGAGE,1.0,MEDICAL,B,4000,11.11,0,0.16,N,2
22467,24,47300,MORTGAGE,5.0,PERSONAL,A,9500,8.49,0,0.2,N,2
22468,24,50000,OWN,5.0,DEBTCONSOLIDATION,D,15000,16.29,0,0.3,N,4
22469,23,140000,MORTGAGE,7.0,PERSONAL,A,12000,8.49,0,0.09,N,3
22470,22,52500,RENT,2.0,EDUCATION,B,15000,10.37,0,0.29,N,3
22471,21,50000,RENT,5.0,MEDICAL,B,6000,10.75,0,0.12,N,2
22472,31,68004,MORTGAGE,15.0,MEDICAL,B,6000,10.95,0,0.09,N,9
22473,28,37000,MORTGAGE,12.0,PERSONAL,B,1000,10.99,0,0.03,N,6
22474,25,56000,RENT,2.0,DEBTCONSOLIDATION,B,5000,10.99,0,0.09,N,4
22475,32,59363,RENT,2.0,PERSONAL,C,6000,13.22,0,0.1,Y,10
22476,27,81500,RENT,2.0,HOMEIMPROVEMENT,E,20000,17.51,1,0.25,Y,8
22477,27,75500,MORTGAGE,8.0,EDUCATION,A,9000,7.9,0,0.12,N,5
22478,23,32640,RENT,5.0,VENTURE,B,4800,11.99,0,0.15,N,3
22479,25,51850,RENT,2.0,MEDICAL,C,3600,13.99,1,0.06,N,2
22480,33,43337,RENT,17.0,PERSONAL,A,10000,6.92,0,0.23,N,6
22481,29,58800,MORTGAGE,4.0,VENTURE,B,11400,10.99,0,0.19,N,9
22482,24,44000,RENT,5.0,PERSONAL,C,2800,14.17,1,0.06,N,2
22483,30,28500,MORTGAGE,9.0,EDUCATION,A,4000,7.74,0,0.14,N,7
22484,44,99000,MORTGAGE,5.0,EDUCATION,C,10000,12.68,0,0.1,N,11
22485,23,95000,RENT,4.0,PERSONAL,B,10000,10.99,0,0.11,N,4
22486,39,325000,MORTGAGE,14.0,PERSONAL,D,18000,14.96,0,0.06,Y,14
22487,22,53000,MORTGAGE,6.0,EDUCATION,E,10000,17.39,0,0.19,N,3
22488,36,130000,RENT,3.0,DEBTCONSOLIDATION,B,14000,10.37,0,0.11,N,14
22489,28,69000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,20000,14.91,1,0.29,Y,5
22490,26,60000,RENT,0.0,VENTURE,A,24000,7.9,1,0.4,N,2
22491,26,60000,RENT,4.0,EDUCATION,C,9000,12.68,0,0.15,N,4
22492,33,35000,MORTGAGE,15.0,MEDICAL,C,12000,13.11,0,0.34,Y,7
22493,24,62100,MORTGAGE,8.0,EDUCATION,C,6000,12.53,0,0.1,N,2
22494,31,106000,MORTGAGE,15.0,DEBTCONSOLIDATION,B,2400,9.63,0,0.02,N,5
22495,30,57600,RENT,5.0,PERSONAL,A,8500,10.99,0,0.15,N,5
22496,25,35000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,10000,11.99,0,0.29,N,4
22497,21,49000,RENT,5.0,VENTURE,A,12500,7.49,0,0.26,N,4
22498,27,76788,MORTGAGE,0.0,DEBTCONSOLIDATION,B,17000,12.42,0,0.22,N,10
22499,25,31200,RENT,3.0,MEDICAL,B,10000,9.91,1,0.32,N,4
22500,32,117000,RENT,0.0,PERSONAL,E,12000,17.93,1,0.1,Y,10
22501,31,120000,MORTGAGE,9.0,VENTURE,A,9000,8.94,0,0.07,N,6
22502,24,33600,RENT,1.0,DEBTCONSOLIDATION,B,10000,9.88,1,0.3,N,4
22503,24,200000,MORTGAGE,3.0,VENTURE,A,24000,7.49,0,0.12,N,4
22504,30,15000,RENT,2.0,HOMEIMPROVEMENT,D,4000,13.67,1,0.27,Y,7
22505,43,70000,RENT,23.0,VENTURE,A,11000,7.29,0,0.16,N,16
22506,25,45000,OWN,1.0,PERSONAL,C,10000,12.87,0,0.22,Y,2
22507,35,38000,RENT,3.0,VENTURE,B,8000,10.99,0,0.21,N,9
22508,28,86000,RENT,13.0,MEDICAL,A,8000,5.99,0,0.09,N,10
22509,28,77250,RENT,1.0,HOMEIMPROVEMENT,B,10000,9.2,0,0.13,N,8
22510,23,62000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,9000,11.03,1,0.15,N,2
22511,64,87000,MORTGAGE,12.0,PERSONAL,A,15000,7.51,0,0.17,N,27
22512,29,54912,MORTGAGE,11.0,DEBTCONSOLIDATION,C,5500,12.53,0,0.1,Y,8
22513,25,18000,RENT,3.0,VENTURE,C,8500,10.28,1,0.47,N,2
22514,22,67775,MORTGAGE,3.0,EDUCATION,C,9600,14.79,0,0.14,Y,4
22515,27,30000,RENT,6.0,VENTURE,B,11500,10.36,1,0.38,N,7
22516,38,106000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,5000,12.99,0,0.05,Y,12
22517,25,81600,MORTGAGE,10.0,HOMEIMPROVEMENT,B,20000,12.18,0,0.25,N,2
22518,27,65000,MORTGAGE,5.0,VENTURE,B,13225,12.69,0,0.2,N,6
22519,24,102000,MORTGAGE,5.0,EDUCATION,C,12000,15.27,0,0.12,Y,3
22520,22,51900,MORTGAGE,5.0,VENTURE,B,14100,11.49,0,0.27,N,2
22521,24,85000,MORTGAGE,8.0,MEDICAL,B,25000,10.36,0,0.29,N,3
22522,31,190000,MORTGAGE,15.0,DEBTCONSOLIDATION,C,24000,10.99,0,0.13,N,6
22523,25,30000,RENT,0.0,MEDICAL,C,4200,12.23,0,0.14,Y,4
22524,23,60000,RENT,3.0,EDUCATION,C,12250,10.59,0,0.2,N,3
22525,26,27000,RENT,1.0,MEDICAL,B,5800,10.65,0,0.21,N,3
22526,27,40800,RENT,11.0,PERSONAL,A,6000,7.66,0,0.15,N,7
22527,23,66000,RENT,0.0,MEDICAL,B,9200,11.86,0,0.14,N,2
22528,23,51600,MORTGAGE,1.0,PERSONAL,B,4800,10.99,1,0.09,N,3
22529,29,46000,RENT,11.0,MEDICAL,D,13250,17.27,1,0.29,Y,6
22530,41,71000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,12000,10.99,0,0.17,N,15
22531,24,234000,OWN,8.0,HOMEIMPROVEMENT,B,20000,8.88,0,0.09,N,4
22532,24,110000,MORTGAGE,8.0,PERSONAL,D,10000,15.62,0,0.09,Y,4
22533,25,66300,MORTGAGE,9.0,MEDICAL,A,1700,6.76,1,0.02,N,4
22534,28,55000,OWN,13.0,PERSONAL,A,18000,7.9,0,0.33,N,6
22535,24,110000,MORTGAGE,8.0,MEDICAL,A,10800,6.99,0,0.1,N,4
22536,29,63600,RENT,5.0,DEBTCONSOLIDATION,B,12000,12.42,1,0.19,N,8
22537,28,37000,RENT,3.0,DEBTCONSOLIDATION,A,7000,9.32,0,0.19,N,8
22538,22,29100,RENT,2.0,PERSONAL,D,6250,16.07,1,0.21,Y,3
22539,26,72000,RENT,4.0,HOMEIMPROVEMENT,B,4800,11.86,0,0.07,N,3
22540,28,33000,OWN,1.0,PERSONAL,D,7500,15.31,0,0.23,N,10
22541,25,63000,MORTGAGE,0.0,PERSONAL,D,25000,13.87,0,0.4,N,4
22542,35,17280,RENT,6.0,EDUCATION,D,7200,12.36,1,0.42,N,5
22543,25,59000,RENT,3.0,MEDICAL,D,3500,15.65,1,0.06,N,2
22544,28,143000,RENT,5.0,HOMEIMPROVEMENT,C,15000,12.53,0,0.1,N,6
22545,32,42000,RENT,1.0,DEBTCONSOLIDATION,A,5800,9.32,0,0.14,N,10
22546,35,30000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,2975,5.99,0,0.1,N,5
22547,42,60000,MORTGAGE,1.0,MEDICAL,A,8000,5.42,0,0.13,N,13
22548,32,90000,MORTGAGE,16.0,EDUCATION,C,21400,15.23,0,0.24,Y,5
22549,24,36816,RENT,0.0,PERSONAL,B,8000,10.65,1,0.22,N,4
22550,28,97296,MORTGAGE,12.0,HOMEIMPROVEMENT,B,6500,12.42,0,0.07,N,8
22551,33,32400,RENT,6.0,MEDICAL,D,2500,15.33,1,0.08,Y,10
22552,23,200000,MORTGAGE,0.0,PERSONAL,A,5000,7.43,0,0.03,N,4
22553,23,87000,RENT,1.0,DEBTCONSOLIDATION,B,7500,10.33,0,0.09,N,2
22554,22,18000,OWN,1.0,EDUCATION,D,5400,15.31,1,0.3,Y,4
22555,23,92000,RENT,5.0,MEDICAL,B,4800,10.0,0,0.05,N,3
22556,37,55900,MORTGAGE,1.0,PERSONAL,B,17000,8.7,0,0.3,N,12
22557,30,66560,MORTGAGE,10.0,DEBTCONSOLIDATION,A,2500,6.39,0,0.04,N,7
22558,30,14500,RENT,15.0,DEBTCONSOLIDATION,A,7000,6.76,1,0.48,N,5
22559,31,86004,OWN,8.0,VENTURE,B,2000,10.74,0,0.02,N,6
22560,22,38790,RENT,0.0,EDUCATION,C,4800,13.8,0,0.12,Y,3
22561,25,28800,RENT,0.0,DEBTCONSOLIDATION,B,5500,9.76,0,0.19,N,4
22562,26,60000,RENT,0.0,VENTURE,C,14650,12.61,0,0.24,Y,3
22563,25,24000,RENT,4.0,HOMEIMPROVEMENT,B,10000,9.91,1,0.42,N,4
22564,28,68000,RENT,2.0,EDUCATION,B,14800,9.99,0,0.22,N,9
22565,29,49000,RENT,3.0,PERSONAL,C,6000,13.99,1,0.12,N,6
22566,21,30000,OWN,6.0,DEBTCONSOLIDATION,D,4000,10.99,0,0.13,Y,3
22567,29,33600,RENT,2.0,VENTURE,D,3000,15.99,1,0.09,N,8
22568,25,17436,RENT,4.0,VENTURE,B,3025,11.49,1,0.17,N,2
22569,25,44004,RENT,9.0,MEDICAL,E,12000,16.45,0,0.27,Y,4
22570,28,86304,MORTGAGE,12.0,DEBTCONSOLIDATION,A,6000,5.79,0,0.07,N,10
22571,30,150000,RENT,5.0,DEBTCONSOLIDATION,C,25000,12.53,0,0.17,N,6
22572,27,58000,OWN,4.0,EDUCATION,B,4000,11.14,0,0.07,N,10
22573,25,42000,RENT,8.0,DEBTCONSOLIDATION,A,12375,7.29,0,0.29,N,4
22574,28,53004,MORTGAGE,2.0,HOMEIMPROVEMENT,C,10000,12.98,0,0.19,N,10
22575,28,30000,RENT,2.0,PERSONAL,A,5200,5.42,0,0.17,N,7
22576,24,32000,RENT,2.0,EDUCATION,B,2000,10.59,1,0.06,N,3
22577,34,109800,MORTGAGE,12.0,DEBTCONSOLIDATION,B,10000,10.99,0,0.09,N,8
22578,33,36000,RENT,5.0,EDUCATION,B,12200,9.99,1,0.34,N,6
22579,23,55000,RENT,7.0,VENTURE,A,9600,7.49,0,0.17,N,2
22580,35,45000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,7500,7.29,0,0.17,N,9
22581,26,21600,OWN,4.0,VENTURE,A,3000,6.76,0,0.14,N,2
22582,24,80000,RENT,0.0,MEDICAL,A,22000,10.99,0,0.28,N,4
22583,38,95000,MORTGAGE,5.0,EDUCATION,A,4000,9.63,0,0.04,N,12
22584,30,83203,RENT,6.0,MEDICAL,A,14100,6.03,0,0.17,N,8
22585,22,57000,MORTGAGE,6.0,EDUCATION,A,7000,7.14,0,0.12,N,3
22586,37,92000,OWN,15.0,MEDICAL,B,12000,11.14,0,0.13,N,14
22587,144,250000,RENT,4.0,VENTURE,C,4800,13.57,0,0.02,N,3
22588,29,142000,OWN,14.0,EDUCATION,B,24250,11.48,0,0.17,N,7
22589,29,72000,RENT,13.0,MEDICAL,C,15900,13.04,0,0.22,N,9
22590,28,36000,RENT,1.0,DEBTCONSOLIDATION,B,4000,12.42,0,0.11,N,10
22591,25,58000,RENT,6.0,VENTURE,C,18000,10.99,1,0.31,N,4
22592,33,40000,RENT,6.0,VENTURE,A,3000,5.42,0,0.07,N,10
22593,28,54400,MORTGAGE,12.0,MEDICAL,C,18000,12.99,1,0.28,Y,8
22594,24,36000,RENT,1.0,DEBTCONSOLIDATION,A,3600,7.29,0,0.1,N,2
22595,22,15000,RENT,3.0,EDUCATION,B,4000,10.08,1,0.27,N,2
22596,25,140004,OTHER,8.0,MEDICAL,C,4500,12.87,0,0.03,N,4
22597,34,25200,RENT,6.0,PERSONAL,C,12000,13.48,1,0.48,N,10
22598,25,101424,RENT,6.0,PERSONAL,A,2000,7.29,0,0.02,N,3
22599,47,31400,RENT,1.0,VENTURE,A,6500,9.32,0,0.21,N,16
22600,27,125000,MORTGAGE,11.0,MEDICAL,B,30000,10.99,0,0.24,N,10
22601,25,49600,MORTGAGE,9.0,MEDICAL,C,10000,11.66,0,0.2,Y,4
22602,38,124000,MORTGAGE,8.0,VENTURE,D,12000,10.99,0,0.1,N,16
22603,22,28000,MORTGAGE,5.0,EDUCATION,A,8500,6.17,0,0.3,N,2
22604,29,136000,MORTGAGE,4.0,DEBTCONSOLIDATION,D,7775,14.96,1,0.06,Y,5
22605,23,33000,RENT,1.0,EDUCATION,C,8950,13.22,1,0.27,Y,3
22606,25,54996,MORTGAGE,0.0,HOMEIMPROVEMENT,A,10000,8.94,0,0.18,N,4
22607,23,48000,RENT,8.0,PERSONAL,B,4000,10.37,1,0.08,N,3
22608,52,52000,MORTGAGE,1.0,MEDICAL,A,17000,7.88,1,0.33,N,18
22609,22,25920,RENT,1.0,MEDICAL,C,9000,10.59,1,0.35,N,2
22610,24,49500,RENT,9.0,EDUCATION,D,6000,16.07,0,0.12,Y,4
22611,24,48000,OWN,3.0,HOMEIMPROVEMENT,C,2800,12.53,0,0.06,Y,4
22612,25,80000,RENT,9.0,PERSONAL,A,2100,10.99,0,0.03,N,4
22613,24,78000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,5000,6.62,0,0.06,N,4
22614,22,45691,MORTGAGE,5.0,VENTURE,A,7000,7.14,0,0.15,N,2
22615,24,85000,RENT,6.0,PERSONAL,C,10000,13.72,0,0.12,Y,2
22616,22,50000,MORTGAGE,6.0,VENTURE,B,10000,9.88,0,0.2,N,4
22617,24,180000,OWN,8.0,EDUCATION,B,21000,11.48,0,0.12,N,3
22618,22,45000,RENT,6.0,MEDICAL,B,10000,9.91,0,0.22,N,2
22619,28,33600,RENT,0.0,MEDICAL,D,13000,14.61,1,0.39,N,8
22620,24,46800,MORTGAGE,6.0,DEBTCONSOLIDATION,A,12000,6.99,0,0.26,N,3
22621,23,65000,MORTGAGE,1.0,VENTURE,A,7000,8.49,0,0.11,N,4
22622,33,97200,MORTGAGE,4.0,PERSONAL,C,20000,12.29,0,0.21,N,9
22623,24,26650,MORTGAGE,6.0,MEDICAL,B,1000,12.53,0,0.04,N,2
22624,22,113028,MORTGAGE,3.0,MEDICAL,C,12075,10.99,0,0.11,N,2
22625,24,55000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,3000,11.12,0,0.05,N,2
22626,22,35000,RENT,2.0,MEDICAL,F,7000,18.09,1,0.2,Y,2
22627,40,50004,RENT,3.0,DEBTCONSOLIDATION,B,20000,10.99,1,0.4,N,17
22628,30,60000,MORTGAGE,5.0,PERSONAL,A,8000,7.66,0,0.13,N,6
22629,23,46450,MORTGAGE,6.0,EDUCATION,A,10000,5.42,0,0.22,N,2
22630,24,40800,MORTGAGE,8.0,EDUCATION,A,1200,10.99,0,0.03,N,3
22631,28,22968,RENT,4.0,MEDICAL,A,1500,6.03,0,0.07,N,7
22632,23,48000,OWN,7.0,EDUCATION,B,20000,11.71,0,0.42,N,4
22633,30,150000,OWN,14.0,PERSONAL,B,24000,11.83,0,0.16,N,5
22634,37,50000,RENT,1.0,DEBTCONSOLIDATION,C,8000,10.99,0,0.16,N,16
22635,46,30000,MORTGAGE,13.0,VENTURE,A,3050,7.88,0,0.1,N,14
22636,22,31200,RENT,3.0,VENTURE,C,4200,13.57,0,0.13,Y,2
22637,22,72644,MORTGAGE,3.0,PERSONAL,A,5900,7.49,1,0.08,N,3
22638,24,42000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,7000,8.59,0,0.17,N,3
22639,22,55000,RENT,4.0,DEBTCONSOLIDATION,A,4500,6.76,0,0.08,N,4
22640,34,50000,OWN,0.0,VENTURE,A,16000,7.51,0,0.32,N,7
22641,23,68000,MORTGAGE,7.0,VENTURE,A,12000,7.51,0,0.18,N,3
22642,24,49150,RENT,4.0,EDUCATION,B,14000,11.71,0,0.28,N,3
22643,33,14400,OWN,0.0,VENTURE,C,2000,14.79,0,0.14,N,10
22644,27,32304,MORTGAGE,6.0,HOMEIMPROVEMENT,A,1200,6.76,1,0.04,N,9
22645,27,77000,MORTGAGE,11.0,VENTURE,B,18500,11.11,0,0.24,N,10
22646,25,37000,OWN,0.0,VENTURE,C,10000,15.96,0,0.27,N,3
22647,26,34000,MORTGAGE,4.0,PERSONAL,A,12250,6.91,1,0.36,N,4
22648,24,14400,RENT,3.0,DEBTCONSOLIDATION,A,1800,6.92,0,0.13,N,3
22649,22,24000,RENT,0.0,EDUCATION,A,8000,10.99,1,0.33,N,2
22650,34,75000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,20000,13.06,0,0.27,N,8
22651,27,40000,RENT,1.0,VENTURE,C,13000,13.48,1,0.33,N,7
22652,28,66560,RENT,4.0,PERSONAL,B,4800,10.36,0,0.07,N,5
22653,25,114000,RENT,3.0,EDUCATION,B,17000,10.37,0,0.15,N,3
22654,25,32496,RENT,9.0,MEDICAL,B,7200,9.51,0,0.22,N,4
22655,24,80000,MORTGAGE,4.0,PERSONAL,C,2000,15.27,0,0.03,Y,3
22656,25,81600,RENT,2.0,EDUCATION,A,5600,5.99,0,0.07,N,4
22657,23,72000,MORTGAGE,5.0,MEDICAL,A,16000,7.4,0,0.22,N,3
22658,39,33996,RENT,6.0,MEDICAL,D,4000,10.99,1,0.12,N,13
22659,24,29000,RENT,0.0,EDUCATION,D,11000,15.05,1,0.38,Y,4
22660,21,65000,RENT,0.0,VENTURE,A,7000,10.99,0,0.11,N,4
22661,23,40000,MORTGAGE,1.0,PERSONAL,A,4000,7.14,0,0.1,N,3
22662,24,33321,OWN,4.0,VENTURE,C,12250,13.11,0,0.37,Y,4
22663,27,80000,MORTGAGE,4.0,MEDICAL,A,15000,6.54,0,0.19,N,8
22664,25,90000,RENT,3.0,PERSONAL,C,7000,13.16,0,0.08,N,2
22665,23,41196,MORTGAGE,7.0,EDUCATION,B,16000,11.83,0,0.39,N,2
22666,22,74500,MORTGAGE,6.0,DEBTCONSOLIDATION,D,7500,13.17,1,0.1,N,2
22667,25,225000,MORTGAGE,0.0,HOMEIMPROVEMENT,E,30000,19.91,0,0.13,Y,2
22668,28,44500,MORTGAGE,5.0,VENTURE,B,20000,9.45,0,0.45,N,10
22669,27,61000,RENT,7.0,PERSONAL,B,13000,10.59,1,0.21,N,8
22670,26,47300,MORTGAGE,3.0,VENTURE,B,6000,12.69,0,0.13,N,4
22671,24,45000,RENT,4.0,VENTURE,A,3000,9.32,0,0.07,N,2
22672,32,32000,OWN,2.0,VENTURE,C,4000,10.78,0,0.13,Y,5
22673,27,32760,RENT,4.0,PERSONAL,D,5000,15.21,0,0.15,Y,9
22674,26,35000,RENT,9.0,MEDICAL,C,2000,13.99,0,0.06,N,2
22675,32,28800,RENT,4.0,PERSONAL,E,14500,16.7,1,0.5,N,10
22676,23,32000,MORTGAGE,4.0,EDUCATION,A,1200,7.68,0,0.04,N,2
22677,24,42494,RENT,7.0,VENTURE,B,16000,11.71,1,0.38,N,3
22678,31,78411,RENT,9.0,DEBTCONSOLIDATION,A,1400,10.99,0,0.02,N,6
22679,23,60000,RENT,0.0,MEDICAL,C,16800,13.85,0,0.28,Y,2
22680,40,52200,MORTGAGE,3.0,PERSONAL,D,4000,10.99,0,0.08,N,15
22681,23,52000,RENT,7.0,VENTURE,B,7500,10.38,0,0.14,N,2
22682,22,45000,RENT,1.0,DEBTCONSOLIDATION,C,20000,13.92,1,0.44,Y,3
22683,25,60000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,23275,12.42,0,0.39,N,3
22684,25,52000,RENT,3.0,EDUCATION,B,7200,12.69,0,0.14,N,3
22685,25,42360,RENT,1.0,EDUCATION,E,25000,16.35,1,0.59,Y,3
22686,30,108000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,4925,10.99,1,0.05,N,9
22687,23,56000,RENT,3.0,DEBTCONSOLIDATION,A,11000,7.49,0,0.2,N,4
22688,28,60996,MORTGAGE,11.0,PERSONAL,E,24250,16.4,0,0.4,N,8
22689,26,51996,RENT,8.0,MEDICAL,C,8400,13.99,0,0.16,Y,2
